,address,speed,heading,timestamp,rssi,receiver,callsign,altitude,latitude,longitude,distance
10546,4852F6,,,2025-05-25T10:50:04.19489038+02:00,-89.69531760354047,zi-5067,,17400.0,52.30577,6.21842,44.14636968561577
4270,4D2536,,,2025-05-25T10:24:26.716726427+02:00,-89.70953126619267,zi-5067,,34950.0,52.51721,6.5575,37.05485445732552
3461,471F32,,,2025-05-25T10:19:03.84412722+02:00,-89.70953126619267,zi-5067,,34950.0,52.07059,6.51222,30.118801132728382
15983,406440,,,2025-05-25T11:37:35.993668711+02:00,-89.70953126619267,zi-5067,,38025.0,52.09067,5.87646,68.94818425001043
10521,4BCDEE,,,2025-05-25T10:49:59.713779189+02:00,-89.72374267717548,zi-5067,,40000.0,52.08744,5.79835,74.21518353812482
17296,484ACB,,,2025-05-25T11:42:18.995255179+02:00,-89.72374267717548,zi-5067,,20650.0,52.50343,6.56512,35.49504279827192
13940,4CA73A,,,2025-05-25T11:10:43.697019401+02:00,-89.72374267717548,zi-5067,,38000.0,51.79477,5.87397,83.5129543212594
14179,452122,,,2025-05-25T11:11:57.967529086+02:00,-89.75215874841118,zi-5067,,17850.0,52.06718,5.65918,83.98914780814953
13982,407FF4,,,2025-05-25T11:10:58.989243457+02:00,-89.75215874841118,zi-5067,,36000.0,51.5527,5.17991,138.13357414035255
8843,4867C2,,,2025-05-25T10:43:27.917132535+02:00,-89.75215874841118,zi-5067,,21875.0,52.32353,6.39359,32.96114644150042
13956,407FF4,,,2025-05-25T11:10:49.050078995+02:00,-89.75215874841118,zi-5067,,36000.0,51.54918,5.20938,136.67568145464415
5146,4CAE1A,,,2025-05-25T10:28:52.028098549+02:00,-89.75215874841118,zi-5067,,28975.0,52.01156,6.71296,27.15934107376339
485,4079F7,,,2025-05-24T21:59:30.738646238+02:00,-89.76636341080105,zi-5067,,37975.0,52.17535,6.09703,52.33390570752945
18762,48418D,,,2025-05-25T12:24:01.160253886+02:00,-89.76636341080105,zi-5067,,20900.0,51.97609,5.82738,76.21387788959309
6695,471FAE,,,2025-05-25T10:34:38.498172606+02:00,-89.7805658257955,zi-5067,,35025.0,51.98996,5.8252,75.76408401084828
7081,471FAE,,,2025-05-25T10:35:45.888838842+02:00,-89.79476599446095,zi-5067,,35025.0,51.96463,6.069,61.92676951042501
6680,48418D,,,2025-05-25T10:34:36.534026624+02:00,-89.79476599446095,zi-5067,,28000.0,52.22588,6.95843,6.993382676301918
6302,4CAD7D,,,2025-05-25T10:33:30.558063825+02:00,-89.8089639178629,zi-5067,,30425.0,52.10597,5.79631,73.89617195605902
15604,06A0F4,,,2025-05-25T11:29:52.867807572+02:00,-89.8089639178629,zi-5067,,37000.0,51.73682,5.95006,83.56654997565582
14373,51118A,,,2025-05-25T11:12:33.140059367+02:00,-89.82315959706607,zi-5067,,34000.0,51.71269,5.54939,107.04482932867528
7171,4BC899,,,2025-05-25T10:36:01.617000849+02:00,-89.83735303313426,zi-5067,,36000.0,51.92362,6.59399,39.43701490560754
650,485785,,,2025-05-24T22:00:57.028409666+02:00,-89.83735303313426,zi-5067,,20975.0,52.20685,6.22452,43.29844616329954
149,44CE6C,,,2025-05-24T21:57:53.852845818+02:00,-89.83735303313426,zi-5067,,38700.0,52.17659,5.64377,83.02741225985878
13241,39E698,,,2025-05-25T11:07:50.023796408+02:00,-89.83735303313426,zi-5067,,37000.0,52.25442,5.85069,68.59905086531298
18978,3C7A4D,,,2025-05-25T12:24:51.294633088+02:00,-89.85154422713056,zi-5067,,39000.0,52.09973,6.37215,36.5747248314012
7779,471FAE,,,2025-05-25T10:38:49.716566509+02:00,-89.85154422713056,zi-5067,,34975.0,51.89369,6.7247,39.463080783620015
1392,4079F7,,,2025-05-24T22:03:43.377048687+02:00,-89.8657331801171,zi-5067,,38025.0,52.0967,5.3246,105.76825701428541
